Scheme Name	Plan	Category Name	Crisil Rating	AuM (Cr)	1W	1M	3M	6M	YTD	1Y	2Y	3Y	5Y	10Y
Franklin India Multi Cap Dir Gr	Direct Plan	Multi-Cap			-0.20%	-12.03%	-13.91%	-10.70%	-14.70%	-0.71%				
Baroda BNP P Dividend Yield Dir Gr	Direct Plan	Dividend Yield			-0.27%	-10.08%	-10.57%	-6.29%	-11.22%	-0.79%				
Edelweiss Business Cycle Dir Gr	Direct Plan	Equity - Other			-2.03%	-11.86%	-11.53%	-6.99%	-11.53%	-0.88%				
Motilal Oswal Small Cap Dir Gr	Direct Plan	Small-Cap			0.26%	-9.30%	-11.51%	-10.74%	-12.39%	-0.99%	9.55%			
ICICI PruNiftyLargeMidcap250IdxDirGr	Direct Plan	Index Funds			-0.53%	-11.36%	-12.69%	-8.47%	-13.45%	-1.12%	2.77%			
HDFC Nifty LargeMidcap 250 Index Dir Gr	Direct Plan	Index Funds			-0.52%	-11.38%	-12.69%	-8.48%	-13.45%	-1.13%				
Union Business Cycle Dir Gr	Direct Plan	Equity - Other			-2.27%	-11.88%	-11.58%	-9.00%	-11.58%	-1.15%	0.93%			
Mirae Asset Nifty LrgMdcp250IdxDirGr	Direct Plan	Index Funds			-0.50%	-11.35%	-12.72%	-8.51%	-13.47%	-1.23%				
Kotak Nifty 100 Equal Weight Idx Dir Gr	Direct Plan	Index Funds			-1.00%	-11.94%	-11.31%	-9.13%	-12.13%	-1.25%				
Motilal Oswal Quant Dir Gr	Direct Plan	Equity - Other			0.12%	-10.23%	-11.13%	-9.02%	-12.00%	-1.32%				
WhiteOak Capital Bkg & Fincl Svcs Dir Gr	Direct Plan	Sector - Financial Services			-1.33%	-14.18%	-13.54%	-8.63%	-14.26%	-1.40%	8.27%			
Mirae Ast BSE 200 EqlWghtETFFoFDirGr	Direct Plan	Index Funds			-0.49%	-11.37%	-11.43%	-8.57%	-12.26%	-1.53%				
ICICI Prudential Eq Min Var Dir Gr	Direct Plan	Equity - Other			-0.51%	-11.11%	-12.47%	-7.40%	-13.09%	-1.61%				
Bajaj Finserv Multi Cap Dir Gr	Direct Plan	Multi-Cap			0.98%	-10.91%	-11.53%	-7.06%	-12.29%	-1.63%				
Tata Nifty500 Mltcp Infras Idx DirGr	Direct Plan	Index Funds			-0.44%	-10.53%	-11.33%	-8.10%	-12.31%	-1.63%				
Groww Nifty EV&NwAgAtmtvETFFoF Dir Gr	Direct Plan	Equity - Other			-3.89%	-14.95%	-16.41%	-14.39%	-16.41%	-1.70%				
Bajaj Finserv Large & Mid Cap Dir Gr	Direct Plan	Large & Mid-Cap			0.13%	-11.12%	-12.61%	-7.63%	-13.28%	-1.72%	4.90%			
SBI Nifty Bank Index Dir Gr	Direct Plan	Index Funds			-2.23%	-16.92%	-15.06%	-8.06%	-15.64%	-1.94%				
Axis Nifty Bank Index Dir Gr	Direct Plan	Index Funds			-2.26%	-16.93%	-15.09%	-8.10%	-15.67%	-1.95%				
Nippon India Innovation Dir Gr	Direct Plan	Equity - Other			-0.47%	-11.32%	-14.11%	-14.16%	-14.50%	-1.96%	2.51%			
DSP Nifty Bank Index Dir Gr	Direct Plan	Index Funds			-2.28%	-16.95%	-15.10%	-8.12%	-15.68%	-1.96%				
Tata Nifty200 Alpha 30 Index Dir Gr	Direct Plan	Index Funds			-1.03%	-13.53%	-10.82%	-8.80%	-11.91%	-1.97%				
HDFC NIFTY100 Low Volatil 30 Idx Dir Gr	Direct Plan	Index Funds			-1.89%	-10.69%	-13.32%	-8.06%	-13.32%	-2.01%				
Mirae Ast Nifty200 Alp 30 ETF FoF Dr Gr	Direct Plan	Equity - Other			-1.02%	-13.77%	-11.32%	-9.00%	-12.07%	-2.01%				
Bandhan Nifty Bank Index Dir Gr	Direct Plan	Index Funds			-2.28%	-16.98%	-15.14%	-8.14%	-15.72%	-2.03%				
Nippon India Nifty Bank Index Dir Gr	Direct Plan	Index Funds			-2.26%	-16.95%	-15.10%	-8.12%	-15.68%	-2.04%	3.80%			
Kotak NIFTY 100 Lw Vol 30 Idx Dir Gr	Direct Plan	Index Funds			-0.40%	-10.78%	-12.74%	-8.11%	-13.38%	-2.04%				
Kotak Nifty Mdcp 150 Mmt 50 Idx Dir Gr	Direct Plan	Index Funds			-0.12%	-11.76%	-11.16%	-7.29%	-11.97%	-2.21%				
Kotak Quant Dir Gr	Direct Plan	Equity - Other			0.20%	-12.57%	-10.52%	-7.75%	-11.48%	-2.29%	0.24%			
Axis Momentum Dir Gr	Direct Plan	Equity - Other			1.11%	-10.68%	-12.77%	-8.58%	-13.68%	-2.38%				
PGIM India Large and Mid Cap Dir Gr	Direct Plan	Large & Mid-Cap			-2.42%	-10.74%	-12.67%	-10.67%	-12.67%	-2.67%	4.04%			
HDFC Nifty100 Quality 30 Index Dir Gr	Direct Plan	Index Funds			-0.91%	-9.50%	-13.49%	-9.37%	-13.96%	-2.78%				
Navi Nifty 500 Multicap 50 25 25IdxDirGr	Direct Plan	Index Funds			-2.42%	-11.00%	-13.71%	-10.02%	-13.71%	-2.80%				
Edelweiss Consumption Dir Gr	Direct Plan	Equity - Consumption			0.17%	-10.57%	-14.36%	-13.42%	-15.06%	-2.82%				
DSP Multicap Dir Gr	Direct Plan	Multi-Cap			-0.62%	-11.03%	-13.14%	-13.04%	-14.19%	-2.87%	3.64%			
HDFC Nifty500 Multcp 50:25:25 Idx Dir Gr	Direct Plan	Index Funds			-2.46%	-11.14%	-13.90%	-10.24%	-13.90%	-2.93%				
MiraeAstNftyMdSmCp400MQETFFoFDirGr	Direct Plan	Equity - Other			0.87%	-8.72%	-9.12%	-8.41%	-9.79%	-2.98%				
UTI Nifty Mdsmcp 400 Momt Qul100IdxDirGr	Direct Plan	Index Funds			0.57%	-9.02%	-9.16%	-8.43%	-10.07%	-3.08%				
Axis Nifty 500 Index Dir Gr	Direct Plan	Index Funds			-0.84%	-11.52%	-13.31%	-9.65%	-14.04%	-3.15%				
SBI Nifty India Consumption Dir Gr	Direct Plan	Equity - Consumption			-0.03%	-10.46%	-15.19%	-14.40%	-15.93%	-3.15%				
SBI Nifty 500 Index Dir Gr	Direct Plan	Index Funds			-0.65%	-11.39%	-13.21%	-9.61%	-13.95%	-3.22%				
ITI Bharat Consumption Dir Gr	Direct Plan	Equity - Consumption			-0.14%	-10.38%	-14.00%	-13.35%	-14.73%	-3.24%				
Groww Nifty 200 ETF FOF Dir Gr	Direct Plan	Equity - Other			-0.89%	-11.53%	-12.85%	-8.99%	-13.60%	-3.24%				
Bajaj Finserv ELSS Tax Saver Dir Gr	Direct Plan	ELSS (Tax Savings)			-0.29%	-10.84%	-11.78%	-8.21%	-12.52%	-3.28%				
Mirae Asset Nifty Total Mkt Idx Dir Gr	Direct Plan	Index Funds			-0.65%	-11.36%	-13.25%	-9.87%	-14.00%	-3.36%				
Angel One Nifty Total Market Idx Dir Gr	Direct Plan	Index Funds			-0.65%	-11.36%	-13.25%	-9.86%	-14.00%	-3.37%				
ICICI Prudential Nifty 500 Idx Dir Gr	Direct Plan	Index Funds			-0.69%	-11.37%	-13.20%	-9.66%	-13.94%	-3.39%				
Helios Financial Services Dir Gr	Direct Plan	Sector - Financial Services			-3.50%	-13.85%	-16.60%	-11.38%	-16.60%	-3.41%				
Nippon Ind Nifty 500 Eql Wtd Idx Dr Gr	Direct Plan	Index Funds			-0.51%	-11.21%	-13.28%	-13.25%	-14.24%	-3.45%				
Kotak Nifty Smallcap 50 Dir Gr	Direct Plan	Index Funds			0.82%	-10.37%	-12.56%	-11.33%	-13.47%	-3.45%	3.04%			
HDFC BSE 500 Index Dir Gr	Direct Plan	Index Funds			-2.51%	-11.41%	-14.01%	-9.78%	-14.01%	-3.50%	0.76%			
TrustMF Flexi Cap Dir Gr	Direct Plan	Flexi Cap			-2.24%	-9.97%	-11.94%	-8.56%	-11.94%	-3.50%				
Groww Nifty Total Market Idx Dir Gr	Direct Plan	Index Funds			-2.57%	-11.41%	-14.08%	-9.97%	-14.08%	-3.53%	1.13%			
Bandhan Nifty Total Market Index Dir Gr	Direct Plan	Index Funds			-0.66%	-11.40%	-13.31%	-9.97%	-14.06%	-3.54%				
Kotak Nifty 200 Momt 30 Idx Dir Gr	Direct Plan	Index Funds			-0.96%	-13.70%	-12.23%	-9.45%	-13.06%	-3.59%	-5.60%			
HSBC Consumption Dir Gr	Direct Plan	Equity - Consumption			0.18%	-9.98%	-14.42%	-14.46%	-15.20%	-3.66%	3.33%			
Bank of India Business Cycle Dir Gr	Direct Plan	Equity - Other			-0.61%	-8.72%	-9.93%	-11.88%	-10.62%	-3.66%				
Bandhan Financial Services Dir Gr	Direct Plan	Sector - Financial Services			-1.43%	-14.56%	-15.74%	-10.44%	-16.28%	-3.67%	5.93%			
UTI Quant Dir Gr	Direct Plan	Equity - Other			-0.64%	-8.82%	-12.77%	-9.65%	-13.38%	-3.71%				
Quant Commodities Dir Gr	Direct Plan	Equity - Other			-1.00%	-10.60%	-12.77%	-8.25%	-12.77%	-3.71%	2.62%			
Bandhan Nifty Alpha 50 Index Dir Gr	Direct Plan	Index Funds			-0.90%	-12.30%	-10.76%	-9.03%	-11.72%	-3.73%	-3.79%			
Bandhan Nifty Next 50 Index Dir Gr	Direct Plan	Index Funds			-1.65%	-13.30%	-11.94%	-10.86%	-12.82%	-3.77%				
Aditya BSL BSE India Infras Idx Dir Gr	Direct Plan	Index Funds			0.79%	-9.68%	-6.21%	-7.81%	-7.31%	-3.79%				
Axis Nifty500 Momentum 50 Index Dir Gr	Direct Plan	Index Funds			0.12%	-12.04%	-11.81%	-9.12%	-12.57%	-3.90%				
Motilal Oswal Large Cap Dir Gr	Direct Plan	Large-Cap			-1.19%	-11.31%	-14.30%	-10.65%	-14.79%	-4.06%	10.30%			
Nippon Ind Nifty 500 Momt 50 IdxDrGr	Direct Plan	Index Funds			0.09%	-12.16%	-11.97%	-9.20%	-12.72%	-4.07%				
HDFC NIFTY200 Momentum 30 Index Dir Gr	Direct Plan	Index Funds			-3.33%	-13.72%	-13.11%	-9.53%	-13.11%	-4.08%	-6.24%			
UTI Nifty200 Quality 30 Index Dir Gr	Direct Plan	Index Funds			-0.75%	-9.65%	-14.12%	-10.18%	-14.77%	-4.08%				
360 ONE Flexicap Dir Gr	Direct Plan	Flexi Cap			0.11%	-11.13%	-12.72%	-10.49%	-13.26%	-4.11%	4.75%			
Bandhan Nifty 200 Quality 30 Idx Dir Gr	Direct Plan	Index Funds			-0.74%	-9.65%	-14.11%	-10.13%	-14.75%	-4.11%				
Mirae Asset Nifty 50 Idx Dir Gr	Direct Plan	Index Funds			-0.78%	-11.31%	-13.80%	-9.06%	-14.43%	-4.15%				
Motilal Oswal Nifty 500 Momt 50 IdxDirGr	Direct Plan	Index Funds			0.07%	-12.20%	-12.01%	-9.49%	-12.78%	-4.17%				
Bandhan Nifty 500 Momentum 50 Idx Dir Gr	Direct Plan	Index Funds			0.08%	-12.18%	-12.00%	-9.36%	-12.76%	-4.24%				
Baroda BNP P NIFTY 50 Index Dir Gr	Direct Plan	Index Funds			-0.80%	-11.32%	-13.89%	-9.12%	-14.51%	-4.29%	0.92%			
UTI Nifty Alpha Low-Vltlty 30 Idx Dir Gr	Direct Plan	Index Funds			-0.73%	-11.90%	-10.77%	-7.87%	-11.57%	-4.43%				
Bandhan Nifty Alpha Lw Vol 30 Idx Dir Gr	Direct Plan	Index Funds			-0.72%	-11.92%	-10.75%	-7.80%	-11.57%	-4.51%				
Edelweiss Nifty Alp Lw Vol30IdxDirGr	Direct Plan	Index Funds			-2.43%	-11.92%	-11.54%	-7.82%	-11.54%	-4.52%				
Baroda BNP P Nifty200 Momt 30 Idx Dir Gr	Direct Plan	Index Funds			-0.92%	-13.72%	-12.29%	-9.75%	-13.13%	-4.64%				
Baroda BNP Paribas Value Dir Gr	Direct Plan	Value			-0.40%	-10.71%	-10.99%	-7.32%	-11.77%	-4.64%	-1.42%			
NJ ELSS Tax Saver Scheme Dir Gr	Direct Plan	ELSS (Tax Savings)			-1.72%	-8.06%	-10.82%	-10.76%	-10.82%	-4.65%	-1.27%			
EdelweissNifty500MltcpMmtQl50IdxDrGr	Direct Plan	Index Funds			-2.50%	-10.06%	-11.40%	-10.01%	-11.40%	-4.66%				
Union Active Momentum Dir Gr	Direct Plan	Equity - Other			1.82%	-10.18%	-9.46%	-6.99%	-10.08%	-4.73%				
Tata India Innovation Dir Gr	Direct Plan	Equity - Other			0.39%	-9.45%	-14.35%	-12.95%	-15.20%	-5.07%				
Groww Nifty Smallcap 250 Idx Dir Gr	Direct Plan	Index Funds			-1.89%	-10.01%	-14.35%	-14.33%	-14.35%	-5.17%	-0.14%			
Kotak Nifty Smallcap 250 Idx Dir Gr	Direct Plan	Index Funds			0.38%	-10.04%	-13.35%	-14.38%	-14.34%	-5.29%				
HDFC Nifty Smallcap 250 Index Dir Gr	Direct Plan	Index Funds			-2.02%	-10.10%	-14.41%	-14.46%	-14.41%	-5.30%	-0.19%			
Quant Momentum Dir Gr	Direct Plan	Equity - Other			-2.00%	-9.83%	-12.34%	-7.76%	-12.34%	-5.32%	-1.79%			
Aditya BSL Conglomerate Dir Gr	Direct Plan	Equity - Other			-0.64%	-11.02%	-14.04%	-11.69%	-15.05%	-5.35%				
HDFC Nifty Top 20 Equal Wt Idx Dir Gr	Direct Plan	Index Funds			-0.77%	-11.91%	-15.06%	-9.78%	-15.65%	-5.50%				
Bandhan Nifty SmCp 250 Idx Dir Gr	Direct Plan	Index Funds			0.35%	-10.10%	-13.40%	-14.42%	-14.40%	-5.52%	-0.26%			
NJ Flexi Cap Dir Gr	Direct Plan	Flexi Cap			-2.12%	-10.49%	-13.20%	-12.38%	-13.20%	-5.65%	-4.39%			
SBI Innovative Opportunities Dir Gr	Direct Plan	Equity - Other			-0.29%	-7.41%	-17.34%	-15.15%	-17.72%	-5.77%				
Bandhan Business Cycle Dir Gr	Direct Plan	Equity - Other			-0.90%	-12.54%	-15.93%	-13.49%	-16.53%	-5.87%				
Axis Consumption Dir Gr	Direct Plan	Equity - Consumption			0.12%	-11.25%	-14.99%	-14.99%	-15.68%	-5.91%				
Axis BSE Sensex Index Dir Gr	Direct Plan	Index Funds			-1.04%	-11.35%	-14.88%	-10.04%	-15.42%	-5.94%	-0.10%			
Tata Nifty Fincl Svcss Idx Dir Gr	Direct Plan	Index Funds			-1.86%	-15.62%	-14.20%	-9.84%	-14.91%	-6.00%				
ICICI Pru Nifty50 Val 20 Idx Dir Gr	Direct Plan	Index Funds			-0.94%	-10.14%	-12.11%	-6.73%	-12.58%	-6.01%	-1.10%			
Kotak BSE Sensex Index Dir Gr	Direct Plan	Index Funds			-1.04%	-11.45%	-15.04%	-10.28%	-15.59%	-6.09%				
Samco Special Opportunities Dir Gr	Direct Plan	Equity - Other			-2.65%	-13.62%	-16.17%	-16.17%	-16.17%	-6.12%				
DSP Nifty Private Bank Index Dir Gr	Direct Plan	Index Funds			-1.21%	-15.65%	-15.17%	-8.96%	-16.00%	-6.17%				
UTI Nifty Private Bank Index Dir Gr	Direct Plan	Index Funds			-1.22%	-15.68%	-15.22%	-9.07%	-16.07%	-6.22%				
Navi BSE Sensex Index Dir Gr	Direct Plan	Index Funds			-2.86%	-11.48%	-15.54%	-10.10%	-15.54%	-6.23%	-0.22%			
Invesco India Technology Dir Gr	Direct Plan	Sector - Technology			0.25%	-6.34%	-19.18%	-14.24%	-19.43%	-6.23%				
SBI BSE Sensex Index Dir Gr	Direct Plan	Index Funds			-1.04%	-11.49%	-15.02%	-10.34%	-15.56%	-6.36%	-0.35%			
WhiteOak Cptl ESG Bst-In-Cls Stgy Dir Gr	Direct Plan	Equity - ESG			-2.15%	-10.47%	-15.72%	-12.25%	-15.72%	-6.41%				
ITI Large & Mid Cap Dir Gr	Direct Plan	Large & Mid-Cap			-0.78%	-11.27%	-13.69%	-12.63%	-14.62%	-6.57%				
Quantum Ethical Dir Gr	Direct Plan	Equity - Other			-0.46%	-9.72%	-11.84%	-12.02%	-12.55%	-6.70%				
JM Small Cap Dir Gr	Direct Plan	Small-Cap			-2.35%	-10.99%	-14.71%	-15.58%	-14.71%	-6.76%				
Mirae AstNftyINDNwAgCnsptnETFFoFDrGr	Direct Plan	Equity - Other			-0.63%	-12.99%	-17.55%	-18.28%	-18.11%	-6.99%				
HDFC Consumption Dir Gr	Direct Plan	Equity - Consumption			-2.48%	-10.97%	-15.55%	-16.45%	-15.55%	-7.24%	1.70%			
WhiteOak Capital Quality Equity Dir Gr	Direct Plan	Equity - Other			-0.07%	-9.44%	-14.56%	-11.86%	-15.23%	-7.51%				
Quant PSU Dir Gr	Direct Plan	Equity - Other			-2.31%	-11.21%	-14.04%	-11.91%	-14.04%	-7.79%	-4.17%			
WhiteOak Capital Digital Bharat Dir Gr	Direct Plan	Sector - Technology			0.11%	-6.90%	-22.68%	-17.18%	-23.06%	-8.08%				
Quant Business Cycle Dir Gr	Direct Plan	Equity - Other			-2.69%	-11.33%	-13.75%	-11.18%	-13.75%	-8.10%	-3.91%			
Quant Manufacturing Dir Gr	Direct Plan	Equity - Other			-3.16%	-12.03%	-15.04%	-14.02%	-15.04%	-8.63%	-5.08%			
Sundaram Business Cycle Dir Gr	Direct Plan	Equity - Other			-0.05%	-11.43%	-15.98%	-16.50%	-16.89%	-9.12%				
DSP Nifty SmCp250 Qul 50 Idx Dir Gr	Direct Plan	Index Funds			-0.24%	-10.13%	-13.93%	-15.85%	-14.90%	-9.28%	-2.29%			
Motilal Oswal Nifty Mcrcp 250 Idx Dir Gr	Direct Plan	Index Funds			-0.72%	-11.44%	-15.20%	-17.71%	-16.38%	-9.30%	-0.95%			
Bajaj Finserv Consumption Dir Gr	Direct Plan	Equity - Consumption			0.45%	-10.60%	-14.78%	-17.05%	-15.67%	-9.41%				
Mirae Asset BSE Sel IPO ETF FoFDirGr	Direct Plan	Equity - Other			-0.32%	-9.43%	-16.80%	-20.10%	-16.53%	-9.46%				
Samco Large Cap Dir Gr	Direct Plan	Large-Cap			0.11%	-6.56%	-5.17%	-5.67%	-5.77%	-10.11%				
Groww Nifty N-Cycl Cnsmr Idx Dir Gr	Direct Plan	Index Funds			-2.05%	-10.51%	-16.70%	-16.52%	-16.70%	-10.48%				
Shriram Multi Sector Rotation Dir Gr	Direct Plan	Equity - Other			-0.98%	-12.23%	-13.01%	-8.54%	-14.11%	-10.62%				
Mirae Ast Nfty SC 250MQ100ETFFoFDrGr	Direct Plan	Equity - Other			0.30%	-9.92%	-13.85%	-15.58%	-14.49%	-10.76%	-6.65%			
Samco Multi Cap Dir Gr	Direct Plan	Multi-Cap			0.25%	-7.42%	-9.39%	-12.13%	-10.19%	-10.78%				
Navi Nifty Smcp250 Momt Qul 100 IdxDirGr	Direct Plan	Index Funds			0.14%	-9.94%	-13.75%	-15.49%	-14.44%	-11.01%				
DSP Nifty Top 10 Equal Weight Idx Dir Gr	Direct Plan	Index Funds			-0.80%	-11.49%	-17.81%	-10.96%	-18.31%	-11.39%				
HDFC Nifty India Digital Index Dir Gr	Direct Plan	Sector - Technology			-0.97%	-7.58%	-23.14%	-16.22%	-22.78%	-11.45%				
Kotak BSE Housing Index Dir Gr	Direct Plan	Index Funds			0.22%	-14.43%	-15.00%	-17.56%	-15.92%	-11.53%	-3.91%			
Kotak Technology Fund Dir Gr	Direct Plan	Sector - Technology			-0.47%	-5.23%	-20.07%	-12.94%	-20.13%	-11.66%	-0.23%			
UTI BSE Housing Index Dir Gr	Direct Plan	Index Funds			0.21%	-14.37%	-14.96%	-17.55%	-15.87%	-11.67%	-3.89%			
Motilal Oswal Digital India Dir Gr	Direct Plan	Sector - Technology			-1.97%	-10.13%	-27.04%	-24.61%	-27.72%	-12.49%				
Motilal Oswal Multi Cap Dir Gr	Direct Plan	Multi-Cap			-0.43%	-9.15%	-17.70%	-17.25%	-18.09%	-12.65%				
Motilal Oswal Business Cycle Dir Gr	Direct Plan	Equity - Other			0.34%	-9.01%	-19.38%	-17.52%	-19.82%	-12.70%				
UTI Innovation Dir Gr	Direct Plan	Equity - Other			0.27%	-8.74%	-21.87%	-21.13%	-22.26%	-12.73%	-6.74%			
Quant Consumption Dir Gr	Direct Plan	Equity - Consumption			-2.81%	-9.06%	-14.40%	-14.64%	-14.40%	-13.56%	-10.12%			
Motilal Oswal NiftyMdSmIndCnsmptnIdxDrGr	Direct Plan	Index Funds			-0.40%	-12.26%	-15.44%	-16.82%	-15.79%	-13.75%				
Motilal Oswal Nifty MdSm IT &TeleIdxDrGr	Direct Plan	Index Funds			0.09%	-8.48%	-23.14%	-14.76%	-23.08%	-14.86%				
Samco Active Momentum Dir Gr	Direct Plan	Equity - Other			-1.37%	-7.54%	-9.19%	-10.18%	-9.19%	-16.20%	-2.13%			
HDFC Technology Dir Gr	Direct Plan	Sector - Technology			-2.54%	-7.22%	-23.31%	-16.77%	-23.31%	-16.50%	-1.80%			
Groww Nifty India Rlwys PSU Idx Dir Gr	Direct Plan	Index Funds			-1.06%	-14.01%	-20.42%	-19.99%	-21.07%	-19.27%				
Nippon India Nifty IT Index Dir Gr	Direct Plan	Index Funds			-0.30%	-5.06%	-23.12%	-12.65%	-22.89%	-19.50%	-6.93%			
Navi Nifty IT Index Direct Growth	Direct Plan	Index Funds			-1.97%	-5.03%	-22.81%	-12.64%	-22.81%	-19.54%	-6.96%			
Axis Nifty IT Index Dir Gr	Direct Plan	Index Funds			-0.30%	-5.08%	-23.19%	-12.67%	-22.96%	-19.60%	-7.02%			
SBI Nifty IT Index Dir Gr	Direct Plan	Index Funds			-0.29%	-5.06%	-23.17%	-12.66%	-22.94%	-19.63%				
Bandhan Nifty IT Index Dir Gr	Direct Plan	Index Funds			-0.29%	-5.06%	-23.24%	-12.76%	-23.01%	-19.69%	-7.01%			
HDFC NIFTY Realty Index Dir Gr	Direct Plan	Index Funds			-3.46%	-16.64%	-25.88%	-25.08%	-25.88%	-23.53%	-15.06%			
Nippon India Nifty Realty Idx Dir Gr	Direct Plan	Index Funds			-1.82%	-16.52%	-25.09%	-24.99%	-25.78%	-23.57%				
Tata Nifty Realty Index Dir Gr	Direct Plan	Index Funds			-1.89%	-16.65%	-25.29%	-24.95%	-25.98%	-23.67%				
Kotak Nifty India Tourism Idx Dir Gr	Direct Plan	Index Funds			-1.10%	-16.42%	-23.54%	-26.17%	-24.27%	-23.95%				
Tata Nifty India Tourism Idx Dir Gr	Direct Plan	Index Funds			-1.11%	-16.46%	-23.59%	-26.22%	-24.34%	-24.07%				
Quant Teck Dir Gr	Direct Plan	Sector - Technology			-3.70%	-13.24%	-28.78%	-28.74%	-28.78%	-28.69%	-16.31%			
Abakkus Flexi Cap Dir Gr	Direct Plan	Flexi Cap			-0.28%	-9.27%	-9.02%		-9.12%					
Abakkus Small Cap Dir Gr	Direct Plan	Small-Cap			-0.65%									
Aditya BSL BSE 500 Momt 50 Idx Dir Gr	Direct Plan	Index Funds			-0.34%	-13.80%	-12.28%	-8.61%	-13.15%					
Aditya BSL BSE 500 Qul 50 Idx Dir Gr	Direct Plan	Index Funds			-0.25%	-7.57%	-9.51%	-7.05%	-10.29%					
Altiva Hybrid Long-Short Dir Gr	Direct Plan	Equity - Other			0.37%	-1.54%	-0.71%		-0.70%					
Angel One Nifty 50 Index Dir Gr	Direct Plan	Index Funds			-0.80%	-11.32%	-13.87%	-9.14%	-14.49%					
Angel One Nifty Ttl MktMomtQul50IdxDirGr	Direct Plan	Index Funds			0.37%	-10.33%	-8.12%		-9.03%					
Apex Hybrid Long-Short Dir Gr	Direct Plan	Equity - Other												
Arudha Equity L-S Dir Gr	Direct Plan	Equity - Other												
Axis BSE India Sector Leaders Idx Dir Gr	Direct Plan	Index Funds			-0.49%	-10.80%								
Axis Nifty500 Quality 50 Index Dir Gr	Direct Plan	Index Funds			-0.50%	-8.34%	-10.25%	-10.36%	-11.10%					
Axis Services Opportunities Dir Gr	Direct Plan	Equity - Other			-0.36%	-10.62%	-15.21%	-14.26%	-15.46%					
Bajaj Finserv Bkg and Fincl Svcs Dir Gr	Direct Plan	Sector - Financial Services			-1.06%	-13.31%	-13.11%		-13.63%					
Bajaj Finserv Nifty 50 Index Dir Gr	Direct Plan	Index Funds			-0.46%	-10.98%	-13.96%	-9.35%	-14.27%					
Bajaj Finserv Nifty Next 50 Idx Dir Gr	Direct Plan	Index Funds			-1.71%	-13.38%	-12.31%	-11.33%	-13.17%					
Bajaj Finserv Small Cap Dir Gr	Direct Plan	Small-Cap			1.19%	-10.06%	-11.06%	-10.32%	-12.07%					
Bandhan BSE India Sector Ldrs Idx Dir Gr	Direct Plan	Index Funds			-0.53%	-10.86%	-13.81%	-10.76%	-14.46%					
Bandhan Healthcare Dir Gr	Direct Plan	Sector - Healthcare			0.92%	-5.29%	-4.64%		-5.52%					
Bandhan Multi-Factor Dir Gr	Direct Plan	Equity - Other			0.08%	-10.67%	-9.64%	-2.52%	-10.67%					
Bank of India Bkg & Fincl Svcs Dir Gr	Direct Plan	Sector - Financial Services			-1.45%	-13.20%								
Bank of India Mid Cap Dir Gr	Direct Plan	Mid-Cap			0.56%	-7.35%	-7.92%	-9.23%	-9.04%					
Baroda BNP P Busnss ConglomratsDirGr	Direct Plan	Equity - Other			-0.42%	-11.53%	-12.98%	-10.21%	-13.66%					
Baroda BNP P ESG BestinCl Stgy Dir Gr	Direct Plan	Equity - ESG			-1.08%									
Baroda BNP P Hlth and Wellness DirGr	Direct Plan	Sector - Healthcare			1.35%	-4.75%	-2.32%	-2.82%	-3.35%					
Canara Robeco Bkg & Fincl Svcs Dir Gr	Direct Plan	Sector - Financial Services			-1.11%									
Capitalmind Flexi Cap Dir Gr	Direct Plan	Flexi Cap			0.32%	-7.99%	-6.92%	-1.48%	-7.53%					
Choice Nifty 50 Index Dir Gr	Direct Plan	Index Funds												
Choice Nifty Next 50 Index Dir Gr	Direct Plan	Index Funds												
Diviniti Equity Long Short Dir Gr	Direct Plan	Equity - Other			-0.41%	-2.99%	-5.24%		-5.49%					
DSP BFSI Next Index Fund Dir Gr	Direct Plan	Index Funds												
DSP Nifty500 Flxcp Qul 30 Idx Dir Gr	Direct Plan	Index Funds			-0.15%	-9.17%	-15.23%	-12.32%	-15.83%					
DSP Nifty 500 Index Dir Gr	Direct Plan	Index Funds			-0.64%	-11.35%								
DSP Nifty Healthcare Index Dir Gr	Direct Plan	Index Funds			0.86%	-4.50%	-2.24%	0.48%	-2.90%					
DSP Nifty IT Index Dir Gr	Direct Plan	Index Funds			-0.30%	-5.05%	-23.12%	-12.71%	-22.88%					
DSP Nifty Midcap 150 Index Dir Gr	Direct Plan	Index Funds			-0.09%	-11.08%	-11.90%		-12.74%					
DSP Nifty SmallCap 250 Index Dir Gr	Direct Plan	Index Funds			0.54%	-9.90%	-13.25%		-14.25%					
DynaSIF Active Ast Allctr L-S Dir Gr	Direct Plan	Equity - Other												
DynaSIF Equity Long - Short Dir Gr	Direct Plan	Equity - Other			-0.60%	-4.39%								
Edelweiss BSE Intrnt Ecoy Idx Dir Gr	Direct Plan	Index Funds			-0.28%	-8.24%	-18.56%	-14.49%	-18.22%					
Edelweiss Financial Services Dir Gr	Direct Plan	Sector - Financial Services			-1.37%	-14.25%								
EdelweissNftyLMc250P813yGSc7030IdDrGr	Direct Plan	Index Funds												
Franklin India Multi-Factor Dir Gr	Direct Plan	Flexi Cap			-0.48%	-11.38%	-12.44%		-13.17%					
Groww BSE Power ETF FOF Dir Gr	Direct Plan	Sector - Energy			-0.99%	-4.57%	4.41%	0.64%	3.46%					
Groww Nifty 50 Index Dir Gr	Direct Plan	Index Funds			-0.79%	-11.30%	-13.87%	-9.23%	-14.50%					
