annualized3Y	fundCode	invCategory	invType	isin	ltd	mc30	rank	rating	risk	schemeCode	schemeName	schemePlan	sipReturns	slug_url	trailingReturns	updatedDate	yearlyReturns
13.89	0C0000953B	Small-Cap	Equity	INF760K01JC6	2026-03-30T18:30:00.000Z	False	4	4	Very High Risk	FS0000E9ND	Canara Robeco Small Cap Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": -0.96, ""absoluteReturn"": -0.52}, {""frequency"": ""2Y"", ""annualisedReturn"": 0.03, ""absoluteReturn"": 0.03}, {""frequency"": ""3Y"", ""annualisedReturn"": 7.61, ""absoluteReturn"": 12.64}, {""frequency"": ""5Y"", ""annualisedReturn"": 13.56, ""absoluteReturn"": 43.58}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	canara-robeco-small-cap-fund-direct-plan/MCA312	"[{""frequency"": ""1W"", ""annualisedReturn"": -0.9, ""absoluteReturn"": -0.9}, {""frequency"": ""1M"", ""annualisedReturn"": -9.93, ""absoluteReturn"": -9.93}, {""frequency"": ""3M"", ""annualisedReturn"": -12.46, ""absoluteReturn"": -12.46}, {""frequency"": ""6M"", ""annualisedReturn"": -11.45, ""absoluteReturn"": -11.45}, {""frequency"": ""YTD"", ""annualisedReturn"": -12.46, ""absoluteReturn"": -12.46}, {""frequency"": ""1Y"", ""annualisedReturn"": -1.32, ""absoluteReturn"": -1.32}, {""frequency"": ""2Y"", ""annualisedReturn"": 2.37, ""absoluteReturn"": 4.8}, {""frequency"": ""3Y"", ""annualisedReturn"": 13.89, ""absoluteReturn"": 47.71}, {""frequency"": ""5Y"", ""annualisedReturn"": 18.42, ""absoluteReturn"": 132.83}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 20.34, ""absoluteReturn"": 274.31}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": 44.27}, {""frequency"": ""2021"", ""value"": 73.82}, {""frequency"": ""2022"", ""value"": 8.64}, {""frequency"": ""2023"", ""value"": 34.09}, {""frequency"": ""2024"", ""value"": 24.77}, {""frequency"": ""2025"", ""value"": -3.35}, {""frequency"": ""2026"", ""value"": -12.46}]"
13.87	0C00009533	Equity - ESG	Equity	INF966L01AD4	2026-03-30T18:30:00.000Z	False	5	5	Very High Risk	FS0000GBD4	Quant ESG Integration Strat Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 3.24, ""absoluteReturn"": 1.77}, {""frequency"": ""2Y"", ""annualisedReturn"": 0.62, ""absoluteReturn"": 0.65}, {""frequency"": ""3Y"", ""annualisedReturn"": 8.52, ""absoluteReturn"": 14.3}, {""frequency"": ""5Y"", ""annualisedReturn"": 14.7, ""absoluteReturn"": 48.21}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	quant-esg-equity-fund-direct-plan/MES068	"[{""frequency"": ""1W"", ""annualisedReturn"": -2.41, ""absoluteReturn"": -2.41}, {""frequency"": ""1M"", ""annualisedReturn"": -11.6, ""absoluteReturn"": -11.6}, {""frequency"": ""3M"", ""annualisedReturn"": -13.89, ""absoluteReturn"": -13.89}, {""frequency"": ""6M"", ""annualisedReturn"": -9.39, ""absoluteReturn"": -9.39}, {""frequency"": ""YTD"", ""annualisedReturn"": -13.89, ""absoluteReturn"": -13.89}, {""frequency"": ""1Y"", ""annualisedReturn"": -2.82, ""absoluteReturn"": -2.82}, {""frequency"": ""2Y"", ""annualisedReturn"": -1.52, ""absoluteReturn"": -3.01}, {""frequency"": ""3Y"", ""annualisedReturn"": 13.87, ""absoluteReturn"": 47.65}, {""frequency"": ""5Y"", ""annualisedReturn"": 18.72, ""absoluteReturn"": 135.85}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 23.48, ""absoluteReturn"": 212.34}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": 66.38}, {""frequency"": ""2022"", ""value"": 17.93}, {""frequency"": ""2023"", ""value"": 27.47}, {""frequency"": ""2024"", ""value"": 19.18}, {""frequency"": ""2025"", ""value"": 3.75}, {""frequency"": ""2026"", ""value"": -13.89}]"
13.84	0C0000BRKM	Equity - Consumption	Equity	INF769K01BL5	2026-03-30T18:30:00.000Z	False	5	5	Very High Risk	FSUSA0BGD5	Mirae Asset Great Consumer Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": -5.06, ""absoluteReturn"": -2.7}, {""frequency"": ""2Y"", ""annualisedReturn"": -0.18, ""absoluteReturn"": -0.19}, {""frequency"": ""3Y"", ""annualisedReturn"": 7.42, ""absoluteReturn"": 12.31}, {""frequency"": ""5Y"", ""annualisedReturn"": 12.98, ""absoluteReturn"": 41.25}, {""frequency"": ""10Y"", ""annualisedReturn"": 16.31, ""absoluteReturn"": 151.9}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	mirae-asset-great-consumer-fund-direct-plan/MMA094	"[{""frequency"": ""1W"", ""annualisedReturn"": 0.8, ""absoluteReturn"": 0.8}, {""frequency"": ""1M"", ""annualisedReturn"": -10.43, ""absoluteReturn"": -10.43}, {""frequency"": ""3M"", ""annualisedReturn"": -15.38, ""absoluteReturn"": -15.38}, {""frequency"": ""6M"", ""annualisedReturn"": -15.51, ""absoluteReturn"": -15.51}, {""frequency"": ""YTD"", ""annualisedReturn"": -16.07, ""absoluteReturn"": -16.07}, {""frequency"": ""1Y"", ""annualisedReturn"": -3.43, ""absoluteReturn"": -3.43}, {""frequency"": ""2Y"", ""annualisedReturn"": 1.84, ""absoluteReturn"": 3.71}, {""frequency"": ""3Y"", ""annualisedReturn"": 13.84, ""absoluteReturn"": 47.52}, {""frequency"": ""5Y"", ""annualisedReturn"": 13.98, ""absoluteReturn"": 92.35}, {""frequency"": ""10Y"", ""annualisedReturn"": 16.31, ""absoluteReturn"": 353.22}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 15.96, ""absoluteReturn"": 611.39}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": 13}, {""frequency"": ""2021"", ""value"": 35.18}, {""frequency"": ""2022"", ""value"": 8.89}, {""frequency"": ""2023"", ""value"": 34.87}, {""frequency"": ""2024"", ""value"": 18.91}, {""frequency"": ""2025"", ""value"": 4.84}, {""frequency"": ""2026"", ""value"": -16.07}]"
13.83	0C0000953D	Equity - Other	Equity	INF109KC1O66	2026-03-30T18:30:00.000Z	False			Very High Risk	FS0000GG12	ICICI Pru Quant Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 2.62, ""absoluteReturn"": 1.43}, {""frequency"": ""2Y"", ""annualisedReturn"": 5.09, ""absoluteReturn"": 5.48}, {""frequency"": ""3Y"", ""annualisedReturn"": 11.21, ""absoluteReturn"": 19.32}, {""frequency"": ""5Y"", ""annualisedReturn"": 13.51, ""absoluteReturn"": 43.34}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	icici-prudential-quant-fund-direct-plan/MPI4492	"[{""frequency"": ""1W"", ""annualisedReturn"": -2.42, ""absoluteReturn"": -2.42}, {""frequency"": ""1M"", ""annualisedReturn"": -9.81, ""absoluteReturn"": -9.81}, {""frequency"": ""3M"", ""annualisedReturn"": -11.89, ""absoluteReturn"": -11.89}, {""frequency"": ""6M"", ""annualisedReturn"": -7.9, ""absoluteReturn"": -7.9}, {""frequency"": ""YTD"", ""annualisedReturn"": -11.89, ""absoluteReturn"": -11.89}, {""frequency"": ""1Y"", ""annualisedReturn"": -3.26, ""absoluteReturn"": -3.26}, {""frequency"": ""2Y"", ""annualisedReturn"": 4.34, ""absoluteReturn"": 8.88}, {""frequency"": ""3Y"", ""annualisedReturn"": 13.83, ""absoluteReturn"": 47.48}, {""frequency"": ""5Y"", ""annualisedReturn"": 13.3, ""absoluteReturn"": 86.7}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 15.37, ""absoluteReturn"": 113.39}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": 46.12}, {""frequency"": ""2022"", ""value"": 1.52}, {""frequency"": ""2023"", ""value"": 26.61}, {""frequency"": ""2024"", ""value"": 18.98}, {""frequency"": ""2025"", ""value"": 9.15}, {""frequency"": ""2026"", ""value"": -11.89}]"
13.78	0C0000B4QH	Flexi Cap	Equity	INF174V01AS2	2026-03-30T18:30:00.000Z	False	3	3	Very High Risk	FS0000H0W4	Mahindra Manulife Flexi Cap Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 1.92, ""absoluteReturn"": 1.04}, {""frequency"": ""2Y"", ""annualisedReturn"": 4.15, ""absoluteReturn"": 4.44}, {""frequency"": ""3Y"", ""annualisedReturn"": 10.26, ""absoluteReturn"": 17.51}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	mahindra-manulife-flexi-cap-fund-direct-plan-growth/MMH114	"[{""frequency"": ""1W"", ""annualisedReturn"": -2.19, ""absoluteReturn"": -2.19}, {""frequency"": ""1M"", ""annualisedReturn"": -11.02, ""absoluteReturn"": -11.02}, {""frequency"": ""3M"", ""annualisedReturn"": -13.67, ""absoluteReturn"": -13.67}, {""frequency"": ""6M"", ""annualisedReturn"": -9.87, ""absoluteReturn"": -9.87}, {""frequency"": ""YTD"", ""annualisedReturn"": -13.67, ""absoluteReturn"": -13.67}, {""frequency"": ""1Y"", ""annualisedReturn"": -2.97, ""absoluteReturn"": -2.97}, {""frequency"": ""2Y"", ""annualisedReturn"": 2.38, ""absoluteReturn"": 4.81}, {""frequency"": ""3Y"", ""annualisedReturn"": 13.78, ""absoluteReturn"": 47.3}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 10, ""absoluteReturn"": 55.2}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": 3.48}, {""frequency"": ""2023"", ""value"": 33.23}, {""frequency"": ""2024"", ""value"": 16.6}, {""frequency"": ""2025"", ""value"": 8.59}, {""frequency"": ""2026"", ""value"": -13.67}]"
13.75	0C00009539	Large-Cap	Equity	INF044D01BX3	2026-03-30T18:30:00.000Z	False	2	2	Very High Risk	FSGBR071CZ	Taurus Largecap Equity Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 2.95, ""absoluteReturn"": 1.61}, {""frequency"": ""2Y"", ""annualisedReturn"": 3.05, ""absoluteReturn"": 3.24}, {""frequency"": ""3Y"", ""annualisedReturn"": 9.42, ""absoluteReturn"": 15.95}, {""frequency"": ""5Y"", ""annualisedReturn"": 11.51, ""absoluteReturn"": 35.63}, {""frequency"": ""10Y"", ""annualisedReturn"": 11.57, ""absoluteReturn"": 88.71}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	taurus-large-cap-fund-direct-plan-growth/MCM130	"[{""frequency"": ""1W"", ""annualisedReturn"": -2.45, ""absoluteReturn"": -2.45}, {""frequency"": ""1M"", ""annualisedReturn"": -9.09, ""absoluteReturn"": -9.09}, {""frequency"": ""3M"", ""annualisedReturn"": -11.48, ""absoluteReturn"": -11.48}, {""frequency"": ""6M"", ""annualisedReturn"": -6.94, ""absoluteReturn"": -6.94}, {""frequency"": ""YTD"", ""annualisedReturn"": -11.48, ""absoluteReturn"": -11.48}, {""frequency"": ""1Y"", ""annualisedReturn"": -1.38, ""absoluteReturn"": -1.38}, {""frequency"": ""2Y"", ""annualisedReturn"": 1.05, ""absoluteReturn"": 2.11}, {""frequency"": ""3Y"", ""annualisedReturn"": 13.75, ""absoluteReturn"": 47.17}, {""frequency"": ""5Y"", ""annualisedReturn"": 10.5, ""absoluteReturn"": 64.78}, {""frequency"": ""10Y"", ""annualisedReturn"": 10.18, ""absoluteReturn"": 163.57}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 9.78, ""absoluteReturn"": 244.46}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": 10.31}, {""frequency"": ""2021"", ""value"": 18.06}, {""frequency"": ""2022"", ""value"": 6.77}, {""frequency"": ""2023"", ""value"": 21.91}, {""frequency"": ""2024"", ""value"": 18.17}, {""frequency"": ""2025"", ""value"": 5.49}, {""frequency"": ""2026"", ""value"": -11.48}]"
13.72	0C00001W9X	Focused Fund	Equity	INF277K017X9	2026-03-30T18:30:00.000Z	False	4	4	Very High Risk	FS0000FPCT	Tata Focused Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 3.36, ""absoluteReturn"": 1.84}, {""frequency"": ""2Y"", ""annualisedReturn"": 3.1, ""absoluteReturn"": 3.29}, {""frequency"": ""3Y"", ""annualisedReturn"": 9.53, ""absoluteReturn"": 16.14}, {""frequency"": ""5Y"", ""annualisedReturn"": 12.94, ""absoluteReturn"": 41.1}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	tata-focused-equity-fund-direct-plan/MTA1357	"[{""frequency"": ""1W"", ""annualisedReturn"": -0.89, ""absoluteReturn"": -0.89}, {""frequency"": ""1M"", ""annualisedReturn"": -11.22, ""absoluteReturn"": -11.22}, {""frequency"": ""3M"", ""annualisedReturn"": -12.33, ""absoluteReturn"": -12.33}, {""frequency"": ""6M"", ""annualisedReturn"": -10.01, ""absoluteReturn"": -10.01}, {""frequency"": ""YTD"", ""annualisedReturn"": -13.01, ""absoluteReturn"": -13.01}, {""frequency"": ""1Y"", ""annualisedReturn"": -3.21, ""absoluteReturn"": -3.21}, {""frequency"": ""2Y"", ""annualisedReturn"": 1.33, ""absoluteReturn"": 2.67}, {""frequency"": ""3Y"", ""annualisedReturn"": 13.72, ""absoluteReturn"": 47.07}, {""frequency"": ""5Y"", ""annualisedReturn"": 12.46, ""absoluteReturn"": 79.88}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 14, ""absoluteReturn"": 128.88}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": 14.11}, {""frequency"": ""2021"", ""value"": 35.41}, {""frequency"": ""2022"", ""value"": 6.58}, {""frequency"": ""2023"", ""value"": 29.82}, {""frequency"": ""2024"", ""value"": 19.99}, {""frequency"": ""2025"", ""value"": 1.37}, {""frequency"": ""2026"", ""value"": -13.01}]"
13.7	0C00001P1X	Sector - Financial Services	Equity	INF174KA1MD1	2026-03-30T18:30:00.000Z	False	4	4	Very High Risk	FS0000I3JA	Kotak Banking & Financial Svcs Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 16.12, ""absoluteReturn"": 9.18}, {""frequency"": ""2Y"", ""annualisedReturn"": 14.93, ""absoluteReturn"": 17.15}, {""frequency"": ""3Y"", ""annualisedReturn"": 16.56, ""absoluteReturn"": 30.17}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	kotak-banking-financial-services-fund-direct-plan-growth/MKMA003	"[{""frequency"": ""1W"", ""annualisedReturn"": -1.4, ""absoluteReturn"": -1.4}, {""frequency"": ""1M"", ""annualisedReturn"": -15.05, ""absoluteReturn"": -15.05}, {""frequency"": ""3M"", ""annualisedReturn"": -12.5, ""absoluteReturn"": -12.5}, {""frequency"": ""6M"", ""annualisedReturn"": -6.94, ""absoluteReturn"": -6.94}, {""frequency"": ""YTD"", ""annualisedReturn"": -13.19, ""absoluteReturn"": -13.19}, {""frequency"": ""1Y"", ""annualisedReturn"": -0.87, ""absoluteReturn"": -0.87}, {""frequency"": ""2Y"", ""annualisedReturn"": 7.14, ""absoluteReturn"": 14.79}, {""frequency"": ""3Y"", ""annualisedReturn"": 13.7, ""absoluteReturn"": 47}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 13.22, ""absoluteReturn"": 46.77}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": null}, {""frequency"": ""2024"", ""value"": 14.11}, {""frequency"": ""2025"", ""value"": 15.92}, {""frequency"": ""2026"", ""value"": -13.19}]"
13.7	0C00009537	ELSS (Tax Savings)	Equity	INF082J01069	2026-03-30T18:30:00.000Z	False	3	3	Very High Risk	FSUSA09VJF	Quantum ELSS Tax Saver Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": -1.29, ""absoluteReturn"": -0.69}, {""frequency"": ""2Y"", ""annualisedReturn"": 1.9, ""absoluteReturn"": 2}, {""frequency"": ""3Y"", ""annualisedReturn"": 9.64, ""absoluteReturn"": 16.35}, {""frequency"": ""5Y"", ""annualisedReturn"": 12.97, ""absoluteReturn"": 41.21}, {""frequency"": ""10Y"", ""annualisedReturn"": 13.35, ""absoluteReturn"": 109.93}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	quantum-elss-tax-saver-fund-direct-plan-growth/MQU008	"[{""frequency"": ""1W"", ""annualisedReturn"": -2.44, ""absoluteReturn"": -2.44}, {""frequency"": ""1M"", ""annualisedReturn"": -11.34, ""absoluteReturn"": -11.34}, {""frequency"": ""3M"", ""annualisedReturn"": -14.61, ""absoluteReturn"": -14.61}, {""frequency"": ""6M"", ""annualisedReturn"": -11.04, ""absoluteReturn"": -11.04}, {""frequency"": ""YTD"", ""annualisedReturn"": -14.61, ""absoluteReturn"": -14.61}, {""frequency"": ""1Y"", ""annualisedReturn"": -6.79, ""absoluteReturn"": -6.79}, {""frequency"": ""2Y"", ""annualisedReturn"": 1.92, ""absoluteReturn"": 3.87}, {""frequency"": ""3Y"", ""annualisedReturn"": 13.7, ""absoluteReturn"": 46.97}, {""frequency"": ""5Y"", ""annualisedReturn"": 11.44, ""absoluteReturn"": 71.89}, {""frequency"": ""10Y"", ""annualisedReturn"": 11.62, ""absoluteReturn"": 200.21}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 15.14, ""absoluteReturn"": 1040.88}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": 13.61}, {""frequency"": ""2021"", ""value"": 25.14}, {""frequency"": ""2022"", ""value"": 7.73}, {""frequency"": ""2023"", ""value"": 27.6}, {""frequency"": ""2024"", ""value"": 22.6}, {""frequency"": ""2025"", ""value"": 4.76}, {""frequency"": ""2026"", ""value"": -14.61}]"
13.67	0C0000349B	Large & Mid-Cap	Equity	INF209K01VH8	2026-03-30T18:30:00.000Z	False	2	2	Very High Risk	FSGBR071FT	Aditya BSL Large & Mid Cap Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 6.95, ""absoluteReturn"": 3.85}, {""frequency"": ""2Y"", ""annualisedReturn"": 5.58, ""absoluteReturn"": 6.02}, {""frequency"": ""3Y"", ""annualisedReturn"": 10.5, ""absoluteReturn"": 17.97}, {""frequency"": ""5Y"", ""annualisedReturn"": 11.23, ""absoluteReturn"": 34.59}, {""frequency"": ""10Y"", ""annualisedReturn"": 12.74, ""absoluteReturn"": 102.4}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	aditya-birla-sun-life-equity-advantage-fund-direct-plan/MBS807	"[{""frequency"": ""1W"", ""annualisedReturn"": -0.14, ""absoluteReturn"": -0.14}, {""frequency"": ""1M"", ""annualisedReturn"": -11.25, ""absoluteReturn"": -11.25}, {""frequency"": ""3M"", ""annualisedReturn"": -10.41, ""absoluteReturn"": -10.41}, {""frequency"": ""6M"", ""annualisedReturn"": -8.37, ""absoluteReturn"": -8.37}, {""frequency"": ""YTD"", ""annualisedReturn"": -11.14, ""absoluteReturn"": -11.14}, {""frequency"": ""1Y"", ""annualisedReturn"": -0.95, ""absoluteReturn"": -0.95}, {""frequency"": ""2Y"", ""annualisedReturn"": 2.96, ""absoluteReturn"": 6}, {""frequency"": ""3Y"", ""annualisedReturn"": 13.67, ""absoluteReturn"": 46.86}, {""frequency"": ""5Y"", ""annualisedReturn"": 9.31, ""absoluteReturn"": 56.04}, {""frequency"": ""10Y"", ""annualisedReturn"": 12.26, ""absoluteReturn"": 217.92}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 13.8, ""absoluteReturn"": 454.68}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": 19.42}, {""frequency"": ""2021"", ""value"": 39.46}, {""frequency"": ""2022"", ""value"": -12.23}, {""frequency"": ""2023"", ""value"": 27.97}, {""frequency"": ""2024"", ""value"": 16.52}, {""frequency"": ""2025"", ""value"": 4.34}, {""frequency"": ""2026"", ""value"": -11.14}]"
13.65	0C00009537	Value	Equity	INF082J01036	2026-03-30T18:30:00.000Z	False	2	2	Very High Risk	FSGBR0718H	Quantum Value Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": -1.69, ""absoluteReturn"": -0.91}, {""frequency"": ""2Y"", ""annualisedReturn"": 1.64, ""absoluteReturn"": 1.73}, {""frequency"": ""3Y"", ""annualisedReturn"": 9.48, ""absoluteReturn"": 16.05}, {""frequency"": ""5Y"", ""annualisedReturn"": 12.84, ""absoluteReturn"": 40.7}, {""frequency"": ""10Y"", ""annualisedReturn"": 13.24, ""absoluteReturn"": 108.62}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	quantum-long-term-equity-value-fund-direct/MQU001	"[{""frequency"": ""1W"", ""annualisedReturn"": -2.45, ""absoluteReturn"": -2.45}, {""frequency"": ""1M"", ""annualisedReturn"": -11.37, ""absoluteReturn"": -11.37}, {""frequency"": ""3M"", ""annualisedReturn"": -14.78, ""absoluteReturn"": -14.78}, {""frequency"": ""6M"", ""annualisedReturn"": -11.22, ""absoluteReturn"": -11.22}, {""frequency"": ""YTD"", ""annualisedReturn"": -14.78, ""absoluteReturn"": -14.78}, {""frequency"": ""1Y"", ""annualisedReturn"": -7.13, ""absoluteReturn"": -7.13}, {""frequency"": ""2Y"", ""annualisedReturn"": 1.79, ""absoluteReturn"": 3.62}, {""frequency"": ""3Y"", ""annualisedReturn"": 13.65, ""absoluteReturn"": 46.8}, {""frequency"": ""5Y"", ""annualisedReturn"": 11.31, ""absoluteReturn"": 70.9}, {""frequency"": ""10Y"", ""annualisedReturn"": 11.5, ""absoluteReturn"": 196.88}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 12.91, ""absoluteReturn"": 1041.9}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": 13.22}, {""frequency"": ""2021"", ""value"": 25.53}, {""frequency"": ""2022"", ""value"": 7.1}, {""frequency"": ""2023"", ""value"": 27.61}, {""frequency"": ""2024"", ""value"": 22.71}, {""frequency"": ""2025"", ""value"": 4.63}, {""frequency"": ""2026"", ""value"": -14.78}]"
