annualized3Y	fundCode	invCategory	invType	isin	ltd	mc30	rank	rating	risk	schemeCode	schemeName	schemePlan	sipReturns	slug_url	trailingReturns	updatedDate	yearlyReturns
0	0C00008KJ3	Equity - Consumption	Equity	INF205KA1BI6	2026-03-30T18:30:00.000Z	False			Very High Risk	FS0000KAWF	Invesco India Consumption Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""2Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""3Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	invesco-india-consumption-fund-direct-plan-growth/MLIA037	"[{""frequency"": ""1W"", ""annualisedReturn"": 0.35, ""absoluteReturn"": 0.35}, {""frequency"": ""1M"", ""annualisedReturn"": -9.97, ""absoluteReturn"": -9.97}, {""frequency"": ""3M"", ""annualisedReturn"": -12.11, ""absoluteReturn"": -12.11}, {""frequency"": ""6M"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""YTD"", ""annualisedReturn"": -13.01, ""absoluteReturn"": -13.01}, {""frequency"": ""1Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""2Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""3Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": -15.1, ""absoluteReturn"": -15.1}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": null}, {""frequency"": ""2024"", ""value"": null}, {""frequency"": ""2025"", ""value"": null}, {""frequency"": ""2026"", ""value"": -13.01}]"
0	0C0000953D	Equity - Other	Equity	INF109K30042	2026-03-29T18:30:00.000Z	False			Very High Risk	FS0000KJPR	iSIF Equity Ex-Top 100 Long-Short Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""2Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""3Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	isif-equity-ex-top-100-long-short-fund-direct-plan-growth/MPSA004	"[{""frequency"": ""1W"", ""annualisedReturn"": -0.22, ""absoluteReturn"": -0.22}, {""frequency"": ""1M"", ""annualisedReturn"": -8.61, ""absoluteReturn"": -8.61}, {""frequency"": ""3M"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""6M"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""YTD"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""1Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""2Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""3Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": -9.71, ""absoluteReturn"": -9.71}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": null}, {""frequency"": ""2024"", ""value"": null}, {""frequency"": ""2025"", ""value"": null}, {""frequency"": ""2026"", ""value"": null}]"
0	0C0000BMDA	Equity - Other	Equity	INF00XX01DM9	2026-03-30T18:30:00.000Z	False			Very High Risk	FS0000KJNF	ITI Business Cycle Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""2Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""3Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	iti-business-cycle-fund-direct-plan-growth/MITA027	"[{""frequency"": ""1W"", ""annualisedReturn"": -0.95, ""absoluteReturn"": -0.95}, {""frequency"": ""1M"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""3M"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""6M"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""YTD"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""1Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""2Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""3Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": -3.71, ""absoluteReturn"": -3.71}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": null}, {""frequency"": ""2024"", ""value"": null}, {""frequency"": ""2025"", ""value"": null}, {""frequency"": ""2026"", ""value"": null}]"
0	0C0000G37L	Flexi Cap	Equity	INF22M001093	2026-03-30T18:30:00.000Z	False			Very High Risk	FS0000K7BG	JioBlackRock Flexi Cap Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""2Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""3Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	jioblackrock-flexi-cap-fund-direct-plan-growth/MJSA009	"[{""frequency"": ""1W"", ""annualisedReturn"": -0.22, ""absoluteReturn"": -0.22}, {""frequency"": ""1M"", ""annualisedReturn"": -11.82, ""absoluteReturn"": -11.82}, {""frequency"": ""3M"", ""annualisedReturn"": -12.86, ""absoluteReturn"": -12.86}, {""frequency"": ""6M"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""YTD"", ""annualisedReturn"": -13.62, ""absoluteReturn"": -13.62}, {""frequency"": ""1Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""2Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""3Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": -11.2, ""absoluteReturn"": -11.2}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": null}, {""frequency"": ""2024"", ""value"": null}, {""frequency"": ""2025"", ""value"": null}, {""frequency"": ""2026"", ""value"": -13.62}]"
0	0C0000G37L	Large-Cap	Equity	INF22M001176		False			Very High Risk	FS0000KOPH	JioBlackRock Large Cap Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""2Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""3Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"		"[{""frequency"": ""1W"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""1M"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""3M"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""6M"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""YTD"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""1Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""2Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""3Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": null, ""absoluteReturn"": null}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": null}, {""frequency"": ""2024"", ""value"": null}, {""frequency"": ""2025"", ""value"": null}, {""frequency"": ""2026"", ""value"": null}]"
0	0C0000G37L	Index Funds	Equity	INF22M001044	2026-03-30T18:30:00.000Z	False			Very High Risk	FS0000K1IB	JioBlackRock Nifty 50 Index Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""2Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""3Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	jioblackrock-nifty-50-index-fund-direct-plan-growth/MJSA005	"[{""frequency"": ""1W"", ""annualisedReturn"": -0.82, ""absoluteReturn"": -0.82}, {""frequency"": ""1M"", ""annualisedReturn"": -11.31, ""absoluteReturn"": -11.31}, {""frequency"": ""3M"", ""annualisedReturn"": -13.84, ""absoluteReturn"": -13.84}, {""frequency"": ""6M"", ""annualisedReturn"": -9.15, ""absoluteReturn"": -9.15}, {""frequency"": ""YTD"", ""annualisedReturn"": -14.47, ""absoluteReturn"": -14.47}, {""frequency"": ""1Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""2Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""3Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": -10.15, ""absoluteReturn"": -10.15}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": null}, {""frequency"": ""2024"", ""value"": null}, {""frequency"": ""2025"", ""value"": null}, {""frequency"": ""2026"", ""value"": -14.47}]"
0	0C0000G37L	Index Funds	Equity	INF22M001077	2026-03-30T18:30:00.000Z	False			Very High Risk	FS0000K1IA	JioBlackRock Nifty Midcap 150 Idx Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""2Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""3Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	jioblackrock-nifty-midcap-150-index-fund-direct-plan-growth/MJSA007	"[{""frequency"": ""1W"", ""annualisedReturn"": -0.12, ""absoluteReturn"": -0.12}, {""frequency"": ""1M"", ""annualisedReturn"": -11.11, ""absoluteReturn"": -11.11}, {""frequency"": ""3M"", ""annualisedReturn"": -11.87, ""absoluteReturn"": -11.87}, {""frequency"": ""6M"", ""annualisedReturn"": -7.6, ""absoluteReturn"": -7.6}, {""frequency"": ""YTD"", ""annualisedReturn"": -12.72, ""absoluteReturn"": -12.72}, {""frequency"": ""1Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""2Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""3Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": -8.66, ""absoluteReturn"": -8.66}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": null}, {""frequency"": ""2024"", ""value"": null}, {""frequency"": ""2025"", ""value"": null}, {""frequency"": ""2026"", ""value"": -12.72}]"
0	0C0000G37L	Index Funds	Equity	INF22M001085	2026-03-30T18:30:00.000Z	False			Very High Risk	FS0000K1I9	JioBlackRock Nifty Next 50 Index Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""2Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""3Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	jioblackrock-nifty-next-50-index-fund-direct-plan-growth/MJSA008	"[{""frequency"": ""1W"", ""annualisedReturn"": -1.65, ""absoluteReturn"": -1.65}, {""frequency"": ""1M"", ""annualisedReturn"": -13.28, ""absoluteReturn"": -13.28}, {""frequency"": ""3M"", ""annualisedReturn"": -11.9, ""absoluteReturn"": -11.9}, {""frequency"": ""6M"", ""annualisedReturn"": -10.82, ""absoluteReturn"": -10.82}, {""frequency"": ""YTD"", ""annualisedReturn"": -12.78, ""absoluteReturn"": -12.78}, {""frequency"": ""1Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""2Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""3Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": -10.27, ""absoluteReturn"": -10.27}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": null}, {""frequency"": ""2024"", ""value"": null}, {""frequency"": ""2025"", ""value"": null}, {""frequency"": ""2026"", ""value"": -12.78}]"
0	0C0000G37L	Index Funds	Equity	INF22M001051	2026-03-30T18:30:00.000Z	False			Very High Risk	FS0000K1I8	JioBlackRock Nifty SmCp 250 Idx Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""2Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""3Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	jioblackrock-nifty-smallcap-250-index-fund-direct-plan-growth/MJSA004	"[{""frequency"": ""1W"", ""annualisedReturn"": 0.38, ""absoluteReturn"": 0.38}, {""frequency"": ""1M"", ""annualisedReturn"": -10.06, ""absoluteReturn"": -10.06}, {""frequency"": ""3M"", ""annualisedReturn"": -13.35, ""absoluteReturn"": -13.35}, {""frequency"": ""6M"", ""annualisedReturn"": -14.41, ""absoluteReturn"": -14.41}, {""frequency"": ""YTD"", ""annualisedReturn"": -14.34, ""absoluteReturn"": -14.34}, {""frequency"": ""1Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""2Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""3Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": -15.45, ""absoluteReturn"": -15.45}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": null}, {""frequency"": ""2024"", ""value"": null}, {""frequency"": ""2025"", ""value"": null}, {""frequency"": ""2026"", ""value"": -14.34}]"
0	0C0000G37L	Equity - Other	Equity	INF22M001168	2026-03-30T18:30:00.000Z	False			Very High Risk	FS0000KHU2	JioBlackRock Sector Rotation Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""2Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""3Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	jioblackrock-sector-rotation-fund-direct-plan-growth/MJSA013	"[{""frequency"": ""1W"", ""annualisedReturn"": -0.61, ""absoluteReturn"": -0.61}, {""frequency"": ""1M"", ""annualisedReturn"": -11.25, ""absoluteReturn"": -11.25}, {""frequency"": ""3M"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""6M"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""YTD"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""1Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""2Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""3Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": -11.83, ""absoluteReturn"": -11.83}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": null}, {""frequency"": ""2024"", ""value"": null}, {""frequency"": ""2025"", ""value"": null}, {""frequency"": ""2026"", ""value"": null}]"
0	0C00003GXW	Large & Mid-Cap	Equity	INF192K01NK7	2026-03-30T18:30:00.000Z	False			Very High Risk	FS0000JOWT	JM Large & Mid Cap Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""2Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""3Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	jm-large-mid-cap-fund-direct-plan-growth/MJMA008	"[{""frequency"": ""1W"", ""annualisedReturn"": -0.44, ""absoluteReturn"": -0.44}, {""frequency"": ""1M"", ""annualisedReturn"": -10.21, ""absoluteReturn"": -10.21}, {""frequency"": ""3M"", ""annualisedReturn"": -12.75, ""absoluteReturn"": -12.75}, {""frequency"": ""6M"", ""annualisedReturn"": -9.72, ""absoluteReturn"": -9.72}, {""frequency"": ""YTD"", ""annualisedReturn"": -13.4, ""absoluteReturn"": -13.4}, {""frequency"": ""1Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""2Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""3Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": -9.33, ""absoluteReturn"": -9.33}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": null}, {""frequency"": ""2024"", ""value"": null}, {""frequency"": ""2025"", ""value"": null}, {""frequency"": ""2026"", ""value"": -13.4}]"
0	0C00001P1X	Equity - Other	Equity	INF174KA1XA4	2026-03-30T18:30:00.000Z	False			Very High Risk	FS0000K0HC	Kotak Active Momentum Direct Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""2Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""3Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	kotak-active-momentum-fund-direct-plan-growth/MKMA209	"[{""frequency"": ""1W"", ""annualisedReturn"": 0.37, ""absoluteReturn"": 0.37}, {""frequency"": ""1M"", ""annualisedReturn"": -12, ""absoluteReturn"": -12}, {""frequency"": ""3M"", ""annualisedReturn"": -11.23, ""absoluteReturn"": -11.23}, {""frequency"": ""6M"", ""annualisedReturn"": -6.18, ""absoluteReturn"": -6.18}, {""frequency"": ""YTD"", ""annualisedReturn"": -12.01, ""absoluteReturn"": -12.01}, {""frequency"": ""1Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""2Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""3Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": -6.83, ""absoluteReturn"": -6.83}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": null}, {""frequency"": ""2024"", ""value"": null}, {""frequency"": ""2025"", ""value"": null}, {""frequency"": ""2026"", ""value"": -12.01}]"
0	0C00001P1X	Dividend Yield	Equity	INF174KA1YI5	2026-03-30T18:30:00.000Z	False			Very High Risk	FS0000KI8T	Kotak Dividend Yield Dir Gr	Direct Plan	"[{""frequency"": ""1Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""2Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""3Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""5Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""10Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""15Y"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": 0, ""absoluteReturn"": 0}]"	kotak-dividend-yield-fund-direct-plan-growth/MKMA230	"[{""frequency"": ""1W"", ""annualisedReturn"": -0.59, ""absoluteReturn"": -0.59}, {""frequency"": ""1M"", ""annualisedReturn"": -11.21, ""absoluteReturn"": -11.21}, {""frequency"": ""3M"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""6M"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""YTD"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""1Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""2Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""3Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""5Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""10Y"", ""annualisedReturn"": null, ""absoluteReturn"": null}, {""frequency"": ""INCEPTION"", ""annualisedReturn"": -11.33, ""absoluteReturn"": -11.33}]"	2026-04-01	"[{""frequency"": ""2020"", ""value"": null}, {""frequency"": ""2021"", ""value"": null}, {""frequency"": ""2022"", ""value"": null}, {""frequency"": ""2023"", ""value"": null}, {""frequency"": ""2024"", ""value"": null}, {""frequency"": ""2025"", ""value"": null}, {""frequency"": ""2026"", ""value"": null}]"
